publish_date,publish_time_utc,ref,format,rhyme_title,content_type,setting,palette,companion,status,review_state,approved_by,pipeline_cmd
2027-06-28,21:00,SHT-20270628-4,short,Oranges and Lemons,rhyme,a hillside sheep pasture under drifting clouds,"lavender, mint, warm white",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270628-4 --rhyme oranges_lemons --format short
2027-06-29,09:00,VID-20270629-1,long,There Was an Old Woman Who Lived in a Shoe,rhyme,a cobbled lane with window boxes and a blue door,"soft teal, apricot, ivory",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270629-1 --rhyme old_woman_shoe --format long
2027-06-29,13:00,SHT-20270629-2,short,"Star Light, Star Bright",rhyme,a frozen pond with soft snow on the reeds,"clay pink, olive, sand",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270629-2 --rhyme star_light --format short
2027-06-29,17:00,VID-20270629-3,long,Yankee Doodle,rhyme,"a rope bridge over a shallow, sunny stream","midnight blue, silver, pale rose",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270629-3 --rhyme yankee_doodle --format long
2027-06-29,21:00,SHT-20270629-4,short,Frere Jacques (Are You Sleeping?),rhyme,a hay loft with warm light through the slats,"moss green, butter yellow, chalk",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270629-4 --rhyme frere_jacques --format short
2027-06-30,09:00,VID-20270630-1,long,"Mary, Mary, Quite Contrary",rhyme,a quiet hilltop meadow under a wide evening sky,"russet, cream, slate blue","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270630-1 --rhyme mary_contrary --format long
2027-06-30,13:00,SHT-20270630-2,short,Old King Cole,rhyme,a cosy wooden treehouse with round windows,"periwinkle, peach, warm grey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270630-2 --rhyme old_king_cole --format short
2027-06-30,17:00,VID-20270630-3,long,The Itsy Bitsy Spider,rhyme,a small harbour where painted boats bob at their moorings,"deep plum, sage, oatmeal",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270630-3 --rhyme itsy_bitsy --format long
2027-06-30,21:00,SHT-20270630-4,short,"Rain, Rain, Go Away",rhyme,a sunlit kitchen garden with tall sunflowers,"denim blue, wheat, soft white",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270630-4 --rhyme rain_go_away --format short
2027-07-01,09:00,VID-20270701-1,long,"One, Two, Buckle My Shoe",counting,a snowy village square with warm lantern light,"pine green, copper, bone",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270701-1 --rhyme one_two_buckle --format long
2027-07-01,13:00,SHT-20270701-2,short,Yankee Doodle,rhyme,a riverbank where willows dip into slow water,"mauve, straw, dove grey",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270701-2 --rhyme yankee_doodle --format short
2027-07-01,17:00,VID-20270701-3,long,Old King Cole,rhyme,a friendly red barn at the edge of a green field,"seafoam, coral, linen",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270701-3 --rhyme old_king_cole --format long
2027-07-01,21:00,SHT-20270701-4,short,Jack Be Nimble,rhyme,a bright attic room full of soft toys and books,"deep indigo, soft gold, cream",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270701-4 --rhyme jack_nimble --format short
2027-07-02,09:00,VID-20270702-1,long,Simple Simon,rhyme,a windmill on a low hill with long grass,"sage green, warm terracotta, oat",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270702-1 --rhyme simple_simon --format long
2027-07-02,13:00,SHT-20270702-2,short,"Twinkle, Twinkle, Little Star",rhyme,a duck pond ringed with smooth grey stones,"dusty blue, buttermilk, pale coral",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270702-2 --rhyme twinkle --format short
2027-07-02,17:00,VID-20270702-3,long,"Baa, Baa, Black Sheep",rhyme,an orchard of short apple trees in soft afternoon light,"plum, mustard, soft grey",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270702-3 --rhyme baa_baa --format long
2027-07-02,21:00,SHT-20270702-4,short,Little Bo-Peep,rhyme,a lighthouse keeper's cottage above a calm bay,"forest green, cream, honey",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270702-4 --rhyme bo_peep --format short
2027-07-03,09:00,VID-20270703-1,long,Rock-a-Bye Baby,lullaby,"a market square with striped awnings, early morning","lavender, mint, warm white",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270703-1 --rhyme rock_a_bye --format long
2027-07-03,13:00,SHT-20270703-2,short,Cock-a-Doodle-Doo,rhyme,a mossy woodland clearing with dappled sunlight,"soft teal, apricot, ivory",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270703-2 --rhyme cock_doodle --format short
2027-07-03,17:00,VID-20270703-3,long,Jack Be Nimble,rhyme,a sandy cove with gentle waves and rock pools,"clay pink, olive, sand",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270703-3 --rhyme jack_nimble --format long
2027-07-03,21:00,SHT-20270703-4,short,Hey Diddle Diddle,rhyme,a greenhouse full of seedlings and watering cans,"midnight blue, silver, pale rose",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270703-4 --rhyme hey_diddle --format short
2027-07-04,09:00,VID-20270704-1,long,Little Jack Horner,rhyme,a bakery window with warm light and round loaves,"moss green, butter yellow, chalk",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270704-1 --rhyme jack_horner --format long
2027-07-04,13:00,SHT-20270704-2,short,Ding Dong Bell,rhyme,a wildflower field with a low stone wall,"russet, cream, slate blue",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270704-2 --rhyme ding_dong_bell --format short
2027-07-04,17:00,VID-20270704-3,long,Hickory Dickory Dock,rhyme,a train platform in a tiny country station,"periwinkle, peach, warm grey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270704-3 --rhyme hickory_dickory --format long
2027-07-04,21:00,SHT-20270704-4,short,Wee Willie Winkie,rhyme,a hillside sheep pasture under drifting clouds,"deep plum, sage, oatmeal","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270704-4 --rhyme wee_willie --format short
2027-07-05,09:00,VID-20270705-1,long,Old MacDonald Had a Farm,rhyme,a cobbled lane with window boxes and a blue door,"denim blue, wheat, soft white",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270705-1 --rhyme old_macdonald --format long
2027-07-05,13:00,SHT-20270705-2,short,"Tom, Tom, the Piper's Son",rhyme,a frozen pond with soft snow on the reeds,"pine green, copper, bone",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270705-2 --rhyme tom_piper --format short
2027-07-05,17:00,VID-20270705-3,long,Three Blind Mice,rhyme,"a rope bridge over a shallow, sunny stream","mauve, straw, dove grey",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270705-3 --rhyme three_mice --format long
2027-07-05,21:00,SHT-20270705-4,short,Jack and Jill,rhyme,a hay loft with warm light through the slats,"seafoam, coral, linen",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270705-4 --rhyme jack_jill --format short
2027-07-06,09:00,VID-20270706-1,long,Curly Locks,rhyme,a quiet hilltop meadow under a wide evening sky,"deep indigo, soft gold, cream",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270706-1 --rhyme curly_locks --format long
2027-07-06,13:00,SHT-20270706-2,short,The Itsy Bitsy Spider,rhyme,a cosy wooden treehouse with round windows,"sage green, warm terracotta, oat",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270706-2 --rhyme itsy_bitsy --format short
2027-07-06,17:00,VID-20270706-3,long,"Hush, Little Baby",lullaby,a small harbour where painted boats bob at their moorings,"dusty blue, buttermilk, pale coral",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270706-3 --rhyme hush_little_baby --format long
2027-07-06,21:00,SHT-20270706-4,short,Skip to My Lou,rhyme,a sunlit kitchen garden with tall sunflowers,"plum, mustard, soft grey",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270706-4 --rhyme skip_to_lou --format short
2027-07-07,09:00,VID-20270707-1,long,Skip to My Lou,rhyme,a snowy village square with warm lantern light,"forest green, cream, honey",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270707-1 --rhyme skip_to_lou --format long
2027-07-07,13:00,SHT-20270707-2,short,The Grand Old Duke of York,rhyme,a riverbank where willows dip into slow water,"lavender, mint, warm white",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270707-2 --rhyme duke_york --format short
2027-07-07,17:00,VID-20270707-3,long,Oranges and Lemons,rhyme,a friendly red barn at the edge of a green field,"soft teal, apricot, ivory",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270707-3 --rhyme oranges_lemons --format long
2027-07-07,21:00,SHT-20270707-4,short,"Pat-a-Cake, Pat-a-Cake",rhyme,a bright attic room full of soft toys and books,"clay pink, olive, sand",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270707-4 --rhyme pat_a_cake --format short
2027-07-08,09:00,VID-20270708-1,long,London Bridge Is Falling Down,rhyme,a windmill on a low hill with long grass,"midnight blue, silver, pale rose",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270708-1 --rhyme london_bridge --format long
2027-07-08,13:00,SHT-20270708-2,short,Little Miss Muffet,rhyme,a duck pond ringed with smooth grey stones,"moss green, butter yellow, chalk",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270708-2 --rhyme miss_muffet --format short
2027-07-08,17:00,VID-20270708-3,long,Hot Cross Buns,rhyme,an orchard of short apple trees in soft afternoon light,"russet, cream, slate blue",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270708-3 --rhyme hot_cross_buns --format long
2027-07-08,21:00,SHT-20270708-4,short,This Little Piggy,rhyme,a lighthouse keeper's cottage above a calm bay,"periwinkle, peach, warm grey",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270708-4 --rhyme this_piggy --format short
2027-07-09,09:00,VID-20270709-1,long,Mary Had a Little Lamb,rhyme,"a market square with striped awnings, early morning","deep plum, sage, oatmeal",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270709-1 --rhyme mary_lamb --format long
2027-07-09,13:00,SHT-20270709-2,short,Ring a Ring o' Roses,rhyme,a mossy woodland clearing with dappled sunlight,"denim blue, wheat, soft white",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270709-2 --rhyme ring_roses --format short
2027-07-09,17:00,VID-20270709-3,long,"Row, Row, Row Your Boat",rhyme,a sandy cove with gentle waves and rock pools,"pine green, copper, bone","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270709-3 --rhyme row_row --format long
2027-07-09,21:00,SHT-20270709-4,short,Simple Simon,rhyme,a greenhouse full of seedlings and watering cans,"mauve, straw, dove grey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270709-4 --rhyme simple_simon --format short
2027-07-10,09:00,VID-20270710-1,long,"Rain, Rain, Go Away",rhyme,a bakery window with warm light and round loaves,"seafoam, coral, linen",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270710-1 --rhyme rain_go_away --format long
2027-07-10,13:00,SHT-20270710-2,short,"Mary, Mary, Quite Contrary",rhyme,a wildflower field with a low stone wall,"deep indigo, soft gold, cream",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270710-2 --rhyme mary_contrary --format short
2027-07-10,17:00,VID-20270710-3,long,Lavender's Blue,rhyme,a train platform in a tiny country station,"sage green, warm terracotta, oat",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270710-3 --rhyme lavenders_blue --format long
2027-07-10,21:00,SHT-20270710-4,short,Old MacDonald Had a Farm,rhyme,a hillside sheep pasture under drifting clouds,"dusty blue, buttermilk, pale coral",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270710-4 --rhyme old_macdonald --format short
2027-07-11,09:00,VID-20270711-1,long,Humpty Dumpty,rhyme,a cobbled lane with window boxes and a blue door,"plum, mustard, soft grey",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270711-1 --rhyme humpty --format long
2027-07-11,13:00,SHT-20270711-2,short,Curly Locks,rhyme,a frozen pond with soft snow on the reeds,"forest green, cream, honey",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270711-2 --rhyme curly_locks --format short
2027-07-11,17:00,VID-20270711-3,long,Polly Put the Kettle On,rhyme,"a rope bridge over a shallow, sunny stream","lavender, mint, warm white",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270711-3 --rhyme polly_kettle --format long
2027-07-11,21:00,SHT-20270711-4,short,Bobby Shafto's Gone to Sea,rhyme,a hay loft with warm light through the slats,"soft teal, apricot, ivory",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270711-4 --rhyme bobby_shafto --format short
2027-07-12,09:00,VID-20270712-1,long,Pop Goes the Weasel,rhyme,a quiet hilltop meadow under a wide evening sky,"clay pink, olive, sand",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270712-1 --rhyme pop_weasel --format long
2027-07-12,13:00,SHT-20270712-2,short,The Muffin Man,rhyme,a cosy wooden treehouse with round windows,"midnight blue, silver, pale rose",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270712-2 --rhyme muffin_man --format short
2027-07-12,17:00,VID-20270712-3,long,"Peter, Peter, Pumpkin Eater",rhyme,a small harbour where painted boats bob at their moorings,"moss green, butter yellow, chalk",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270712-3 --rhyme peter_pumpkin --format long
2027-07-12,21:00,SHT-20270712-4,short,Hickory Dickory Dock,rhyme,a sunlit kitchen garden with tall sunflowers,"russet, cream, slate blue",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270712-4 --rhyme hickory_dickory --format short
2027-07-13,09:00,VID-20270713-1,long,"Pat-a-Cake, Pat-a-Cake",rhyme,a snowy village square with warm lantern light,"periwinkle, peach, warm grey",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270713-1 --rhyme pat_a_cake --format long
2027-07-13,13:00,SHT-20270713-2,short,Lavender's Blue,rhyme,a riverbank where willows dip into slow water,"deep plum, sage, oatmeal",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270713-2 --rhyme lavenders_blue --format short
2027-07-13,17:00,VID-20270713-3,long,This Little Piggy,rhyme,a friendly red barn at the edge of a green field,"denim blue, wheat, soft white",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270713-3 --rhyme this_piggy --format long
2027-07-13,21:00,SHT-20270713-4,short,"Baa, Baa, Black Sheep",rhyme,a bright attic room full of soft toys and books,"pine green, copper, bone",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270713-4 --rhyme baa_baa --format short
2027-07-14,09:00,VID-20270714-1,long,Little Miss Muffet,rhyme,a windmill on a low hill with long grass,"mauve, straw, dove grey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270714-1 --rhyme miss_muffet --format long
2027-07-14,13:00,SHT-20270714-2,short,Humpty Dumpty,rhyme,a duck pond ringed with smooth grey stones,"seafoam, coral, linen","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270714-2 --rhyme humpty --format short
2027-07-14,17:00,VID-20270714-3,long,"Tom, Tom, the Piper's Son",rhyme,an orchard of short apple trees in soft afternoon light,"deep indigo, soft gold, cream",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270714-3 --rhyme tom_piper --format long
2027-07-14,21:00,SHT-20270714-4,short,Georgie Porgie,rhyme,a lighthouse keeper's cottage above a calm bay,"sage green, warm terracotta, oat",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270714-4 --rhyme georgie_porgie --format short
2027-07-15,09:00,VID-20270715-1,long,Hey Diddle Diddle,rhyme,"a market square with striped awnings, early morning","dusty blue, buttermilk, pale coral",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270715-1 --rhyme hey_diddle --format long
2027-07-15,13:00,SHT-20270715-2,short,"Peter, Peter, Pumpkin Eater",rhyme,a mossy woodland clearing with dappled sunlight,"plum, mustard, soft grey",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270715-2 --rhyme peter_pumpkin --format short
2027-07-15,17:00,VID-20270715-3,long,Ring a Ring o' Roses,rhyme,a sandy cove with gentle waves and rock pools,"forest green, cream, honey",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270715-3 --rhyme ring_roses --format long
2027-07-15,21:00,SHT-20270715-4,short,There Was an Old Woman Who Lived in a Shoe,rhyme,a greenhouse full of seedlings and watering cans,"lavender, mint, warm white",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270715-4 --rhyme old_woman_shoe --format short
2027-07-16,09:00,VID-20270716-1,long,Diddle Diddle Dumpling,rhyme,a bakery window with warm light and round loaves,"soft teal, apricot, ivory",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270716-1 --rhyme diddle_dumpling --format long
2027-07-16,13:00,SHT-20270716-2,short,Polly Put the Kettle On,rhyme,a wildflower field with a low stone wall,"clay pink, olive, sand",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270716-2 --rhyme polly_kettle --format short
2027-07-16,17:00,VID-20270716-3,long,The Farmer in the Dell,rhyme,a train platform in a tiny country station,"midnight blue, silver, pale rose",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270716-3 --rhyme farmer_dell --format long
2027-07-16,21:00,SHT-20270716-4,short,Little Jack Horner,rhyme,a hillside sheep pasture under drifting clouds,"moss green, butter yellow, chalk",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270716-4 --rhyme jack_horner --format short
2027-07-17,09:00,VID-20270717-1,long,Frere Jacques (Are You Sleeping?),rhyme,a cobbled lane with window boxes and a blue door,"russet, cream, slate blue",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270717-1 --rhyme frere_jacques --format long
2027-07-17,13:00,SHT-20270717-2,short,Hot Cross Buns,rhyme,a frozen pond with soft snow on the reeds,"periwinkle, peach, warm grey",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270717-2 --rhyme hot_cross_buns --format short
2027-07-17,17:00,VID-20270717-3,long,"Star Light, Star Bright",rhyme,"a rope bridge over a shallow, sunny stream","deep plum, sage, oatmeal",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270717-3 --rhyme star_light --format long
2027-07-17,21:00,SHT-20270717-4,short,Diddle Diddle Dumpling,rhyme,a hay loft with warm light through the slats,"denim blue, wheat, soft white",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270717-4 --rhyme diddle_dumpling --format short
2027-07-18,09:00,VID-20270718-1,long,Cock-a-Doodle-Doo,rhyme,a quiet hilltop meadow under a wide evening sky,"pine green, copper, bone",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270718-1 --rhyme cock_doodle --format long
2027-07-18,13:00,SHT-20270718-2,short,Three Blind Mice,rhyme,a cosy wooden treehouse with round windows,"mauve, straw, dove grey",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270718-2 --rhyme three_mice --format short
2027-07-18,17:00,VID-20270718-3,long,Jack and Jill,rhyme,a small harbour where painted boats bob at their moorings,"seafoam, coral, linen",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270718-3 --rhyme jack_jill --format long
2027-07-18,21:00,SHT-20270718-4,short,Pop Goes the Weasel,rhyme,a sunlit kitchen garden with tall sunflowers,"deep indigo, soft gold, cream",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270718-4 --rhyme pop_weasel --format short
2027-07-19,09:00,VID-20270719-1,long,"Twinkle, Twinkle, Little Star",rhyme,a snowy village square with warm lantern light,"sage green, warm terracotta, oat","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270719-1 --rhyme twinkle --format long
2027-07-19,13:00,SHT-20270719-2,short,"Row, Row, Row Your Boat",rhyme,a riverbank where willows dip into slow water,"dusty blue, buttermilk, pale coral",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270719-2 --rhyme row_row --format short
2027-07-19,17:00,VID-20270719-3,long,The Muffin Man,rhyme,a friendly red barn at the edge of a green field,"plum, mustard, soft grey",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270719-3 --rhyme muffin_man --format long
2027-07-19,21:00,SHT-20270719-4,short,The Farmer in the Dell,rhyme,a bright attic room full of soft toys and books,"forest green, cream, honey",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270719-4 --rhyme farmer_dell --format short
2027-07-20,09:00,VID-20270720-1,long,Wee Willie Winkie,rhyme,a windmill on a low hill with long grass,"lavender, mint, warm white",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270720-1 --rhyme wee_willie --format long
2027-07-20,13:00,SHT-20270720-2,short,Mary Had a Little Lamb,rhyme,a duck pond ringed with smooth grey stones,"soft teal, apricot, ivory",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270720-2 --rhyme mary_lamb --format short
2027-07-20,17:00,VID-20270720-3,long,Little Bo-Peep,rhyme,an orchard of short apple trees in soft afternoon light,"clay pink, olive, sand",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270720-3 --rhyme bo_peep --format long
2027-07-20,21:00,SHT-20270720-4,short,"One, Two, Buckle My Shoe",counting,a lighthouse keeper's cottage above a calm bay,"midnight blue, silver, pale rose",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270720-4 --rhyme one_two_buckle --format short
2027-07-21,09:00,VID-20270721-1,long,Ding Dong Bell,rhyme,"a market square with striped awnings, early morning","moss green, butter yellow, chalk",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270721-1 --rhyme ding_dong_bell --format long
2027-07-21,13:00,SHT-20270721-2,short,London Bridge Is Falling Down,rhyme,a mossy woodland clearing with dappled sunlight,"russet, cream, slate blue",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270721-2 --rhyme london_bridge --format short
2027-07-21,17:00,VID-20270721-3,long,Bobby Shafto's Gone to Sea,rhyme,a sandy cove with gentle waves and rock pools,"periwinkle, peach, warm grey",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270721-3 --rhyme bobby_shafto --format long
2027-07-21,21:00,SHT-20270721-4,short,Oranges and Lemons,rhyme,a greenhouse full of seedlings and watering cans,"deep plum, sage, oatmeal",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270721-4 --rhyme oranges_lemons --format short
2027-07-22,09:00,VID-20270722-1,long,The Grand Old Duke of York,rhyme,a bakery window with warm light and round loaves,"denim blue, wheat, soft white",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270722-1 --rhyme duke_york --format long
2027-07-22,13:00,SHT-20270722-2,short,"Star Light, Star Bright",rhyme,a wildflower field with a low stone wall,"pine green, copper, bone",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270722-2 --rhyme star_light --format short
2027-07-22,17:00,VID-20270722-3,long,Georgie Porgie,rhyme,a train platform in a tiny country station,"mauve, straw, dove grey",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270722-3 --rhyme georgie_porgie --format long
2027-07-22,21:00,SHT-20270722-4,short,Frere Jacques (Are You Sleeping?),rhyme,a hillside sheep pasture under drifting clouds,"seafoam, coral, linen",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270722-4 --rhyme frere_jacques --format short
2027-07-23,09:00,VID-20270723-1,long,There Was an Old Woman Who Lived in a Shoe,rhyme,a cobbled lane with window boxes and a blue door,"deep indigo, soft gold, cream",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270723-1 --rhyme old_woman_shoe --format long
2027-07-23,13:00,SHT-20270723-2,short,Old King Cole,rhyme,a frozen pond with soft snow on the reeds,"sage green, warm terracotta, oat",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270723-2 --rhyme old_king_cole --format short
